uid,entry index,hour,rate,sleep interference,cs65_gpa
u30,6,7,2,1,4.00
u30,7,8,1,1,4.00
u30,8,7,2,1,4.00
u30,9,8,2,1,4.00
u30,10,8,3,2,4.00
u30,11,4,2,1,4.00
u30,12,6,2,1,4.00
u30,13,8,3,1,4.00
u30,14,9,1,1,4.00
u30,15,8,1,1,4.00
u30,16,7,1,1,4.00
u30,17,8,1,1,4.00
u30,18,4,2,1,4.00
u30,19,7,1,2,4.00
u30,20,8,1,2,4.00
u30,21,7,1,1,4.00
u30,22,7,1,1,4.00
u30,23,4,3,1,4.00
u30,24,8,1,1,4.00
u30,25,6,2,1,4.00
u30,26,8,1,1,4.00
u30,27,7,1,1,4.00
u30,28,8,1,1,4.00
u30,29,7,1,1,4.00
u30,30,5,2,1,4.00
u30,31,6,3,1,4.00
u30,32,9,1,1,4.00
u30,33,6,2,1,4.00
u30,34,9,1,1,4.00
u32,1,7,3,2,4.00
u32,2,11,1,1,4.00
u32,3,7,2,1,4.00
u32,4,9,2,2,4.00
u32,5,7,2,1,4.00
u32,6,7,2,1,4.00
u32,7,7,3,1,4.00
u32,8,6,2,2,4.00
u32,9,10,2,2,4.00
u32,10,7,3,3,4.00
u32,11,7,2,1,4.00
u32,12,7,2,1,4.00
u32,13,9,2,2,4.00
u32,14,7,2,1,4.00
u32,15,7,2,1,4.00
u32,16,7,3,1,4.00
u32,17,10,1,2,4.00
u32,18,8,2,1,4.00
u32,19,9,3,1,4.00
u32,20,7,2,1,4.00
u32,21,8,3,1,4.00
u32,22,8,3,2,4.00
u32,23,8,2,1,4.00
u32,24,7,3,1,4.00
u32,25,6,3,1,4.00
u32,26,8,3,1,4.00
u32,27,9,2,2,4.00
u32,28,8,4,1,4.00
u32,29,6,2,2,4.00
u32,30,9,3,2,4.00
u32,31,9,2,1,4.00
u32,32,9,2,1,4.00
u32,33,9,2,1,4.00
u32,34,8,2,1,4.00
u32,35,9,2,1,4.00
u32,36,8,2,1,4.00
u32,37,1,3,1,4.00
u32,38,15,3,1,4.00
u32,39,4,3,1,4.00
u32,40,11,2,1,4.00
u32,41,4,3,1,4.00
u32,42,14,2,2,4.00
u32,43,9,2,1,4.00
u32,44,6,2,2,4.00
u32,45,10,3,1,4.00
u32,46,12,2,2,4.00
u32,47,12,2,1,4.00
u33,1,8,1,2,4.00
u33,2,7,2,2,4.00
u33,3,7,2,1,4.00
u33,4,7,2,1,4.00
u33,5,6,4,1,4.00
u33,6,6,4,1,4.00
u33,7,0,4,1,4.00
u33,8,8,2,3,4.00
u33,9,7,1,1,4.00
u33,10,9,2,1,4.00
u33,11,10,1,1,4.00
u33,12,6,1,1,4.00
u33,13,10,1,1,4.00
u33,14,6,2,1,4.00
u33,15,8,2,1,4.00
u33,16,8,2,2,4.00
u33,17,4,3,1,4.00
u33,18,10,1,1,4.00
u33,19,8,2,1,4.00
u33,20,13,1,1,4.00
u33,21,2,4,1,4.00
u33,22,8,2,2,4.00
u33,23,6,3,2,4.00
u33,24,12,1,1,4.00
u33,25,10,1,1,4.00
u33,26,8,2,1,4.00
u33,27,5,3,1,4.00
u33,28,4,4,2,4.00
u33,29,8,2,2,4.00
u33,30,4,3,1,4.00
u33,31,8,1,1,4.00
u33,32,0,4,2,4.00
u33,33,1,4,2,4.00
u33,34,7,2,2,4.00
u33,35,5,2,1,4.00
u33,36,9,2,2,4.00
u33,37,8,2,4,4.00
u33,38,16,2,2,4.00
u33,39,9,2,2,4.00
u33,40,2,4,1,4.00
u33,41,1,4,2,4.00
u41,1,7,2,1,4.00
u41,2,10,1,1,4.00
u41,3,8,2,1,4.00
u41,4,10,1,1,4.00
u41,5,7,3,1,4.00
u41,6,8,2,1,4.00
u41,7,6,2,1,4.00
u41,8,6,2,1,4.00
u41,9,8,2,1,4.00
u41,10,8,2,1,4.00
u41,11,7,1,1,4.00
u41,12,7,3,1,4.00
u41,13,8,1,1,4.00
u41,14,6,3,1,4.00
u43,1,7,3,3,4.00
u43,2,7,2,2,4.00
u43,3,8,2,2,4.00
u43,4,7,3,3,4.00
u43,5,8,1,4,4.00
u43,6,8,2,2,4.00
u43,7,8,2,2,4.00
u43,8,8,2,1,4.00
u43,9,8,2,2,4.00
u43,10,8,3,1,4.00
u43,11,7,2,1,4.00
u43,12,7,3,1,4.00
u43,13,8,3,2,4.00
u43,14,9,2,2,4.00
u43,15,6,3,1,4.00
u43,16,8,3,1,4.00
u43,17,7,2,2,4.00
u43,18,6,1,1,4.00
u43,19,7,2,2,4.00
u43,20,8,2,1,4.00
u43,21,8,2,1,4.00
u43,22,8,2,1,4.00
u43,23,8,2,1,4.00
u43,24,6,2,1,4.00
u43,25,7,3,1,4.00
u46,1,9,1,1,4.00
u46,2,7,2,1,4.00
u46,3,5,3,1,4.00
u46,4,6,3,1,4.00
u46,5,7,2,1,4.00
u46,6,7,2,2,4.00
u46,7,7,2,1,4.00
u46,8,5,3,1,4.00
u46,9,8,2,2,4.00
u46,10,7,2,1,4.00
u46,11,6,2,2,4.00
u46,12,7,3,2,4.00
u46,13,6,3,1,4.00
u46,14,3,4,1,4.00
u46,15,3,4,1,4.00
u46,16,7,3,3,4.00
u46,17,6,3,4,4.00
u46,18,9,1,1,4.00
u46,19,6,1,1,4.00
u46,20,6,1,1,4.00
u46,21,6,2,1,4.00
u46,22,5,3,1,4.00
u46,23,6,2,1,4.00
u49,1,5,3,1,4.00
u49,2,4,3,1,4.00
u49,3,9,1,1,4.00
u49,4,2,3,2,4.00
u49,5,5,2,1,4.00
u49,6,3,3,2,4.00
u49,7,4,4,1,4.00
u49,8,3,3,1,4.00
u49,9,6,2,2,4.00
u49,10,10,1,1,4.00
u49,11,7,2,1,4.00
u49,12,3,4,1,4.00
u49,13,5,2,1,4.00
u49,14,3,3,1,4.00
u49,15,3,4,1,4.00
u49,16,8,2,2,4.00
u49,17,6,2,1,4.00
u49,18,5,2,2,4.00
u49,19,6,1,1,4.00
u49,20,7,1,3,4.00
u49,21,3,4,3,4.00
u49,22,7,2,2,4.00
u49,23,4,3,3,4.00
u49,24,8,1,1,4.00
u49,25,4,2,3,4.00
u49,26,8,2,1,4.00
u49,27,11,1,1,4.00
u49,28,9,1,1,4.00
u49,29,5,2,2,4.00
u49,30,15,2,4,4.00
u49,31,11,1,1,4.00
u49,32,10,1,1,4.00
u49,33,4,2,1,4.00
u49,34,15,2,4,4.00
u49,35,15,1,1,4.00
u49,36,3,2,2,4.00
u49,37,15,1,2,4.00
u49,38,5,2,2,4.00
u49,39,9,1,2,4.00
u49,40,7,1,1,4.00
u49,41,7,1,1,4.00
u54,1,5,3,2,4.00
u54,2,6,2,1,4.00
u54,3,4,3,4,4.00
u54,4,5,3,2,4.00
u54,5,5,3,2,4.00
u54,6,8,1,1,4.00
u54,7,5,3,2,4.00
u54,8,6,2,1,4.00
u54,9,7,1,1,4.00
u54,10,6,1,1,4.00
u54,11,4,3,1,4.00
u54,12,6,2,1,4.00
u57,1,5,2,1,4.00
u57,2,9,1,1,4.00
u57,3,7,2,1,4.00
u57,4,9,2,1,4.00
u57,5,7,2,1,4.00
u57,6,7,1,1,4.00
u57,7,8,1,1,4.00
u57,8,7,2,1,4.00
u57,9,7,1,1,4.00
u57,10,7,2,1,4.00
u57,11,5,3,1,4.00
u57,12,7,3,2,4.00
u57,13,5,3,1,4.00
u57,14,9,1,2,4.00
u57,15,8,1,1,4.00
u57,16,8,2,1,4.00
u57,17,9,2,1,4.00
u57,18,7,2,1,4.00
u57,19,9,2,1,4.00
u57,20,8,3,1,4.00
u57,21,8,2,1,4.00
u57,22,6,4,1,4.00
u57,23,10,1,1,4.00
u57,24,5,2,1,4.00
u57,25,5,2,1,4.00
u57,26,8,1,1,4.00
u57,27,8,2,1,4.00
u57,28,5,1,1,4.00
u57,29,6,2,1,4.00
u57,30,6,2,1,4.00
u57,31,5,3,2,4.00
u57,32,6,3,1,4.00
u57,33,8,2,1,4.00
u57,34,6,2,1,4.00
u57,35,10,2,1,4.00
u57,36,10,1,1,4.00
u57,37,12,1,1,4.00
u57,38,9,2,1,4.00
u57,39,7,2,1,4.00
u57,40,10,1,1,4.00
u57,41,11,2,1,4.00
u57,42,8,2,1,4.00
u57,43,6,2,1,4.00
u57,44,9,2,1,4.00
u57,45,11,1,1,4.00
u57,46,9,2,1,4.00
u57,47,12,3,1,4.00
u57,48,5,3,1,4.00
u57,49,9,3,1,4.00
u57,50,9,2,1,4.00
u57,51,9,2,1,4.00
u57,52,10,2,1,4.00
u57,53,7,2,1,4.00
u57,54,1,1,1,4.00
u57,55,5,2,1,4.00
u57,56,3,2,1,4.00
u57,57,3,4,1,4.00
u57,58,7,2,1,4.00
u57,59,6,2,1,4.00
u57,60,2,1,1,4.00
u57,61,17,1,1,4.00
u09,1,8,2,1,3.67
u09,2,8,1,1,3.67
u09,3,8,2,1,3.67
u14,1,7,2,1,3.67
u14,2,7,2,1,3.67
u14,3,5,2,1,3.67
u14,4,9,2,1,3.67
u14,5,7,2,1,3.67
u14,6,7,3,1,3.67
u14,7,6,2,1,3.67
u14,8,8,1,1,3.67
u14,9,6,2,3,3.67
u14,10,6,2,3,3.67
u14,11,5,1,1,3.67
u14,12,8,2,2,3.67
u14,13,6,1,2,3.67
u14,14,6,1,1,3.67
u14,15,6,3,3,3.67
u14,16,7,2,2,3.67
u14,17,9,1,2,3.67
u14,18,8,1,1,3.67
u14,19,8,1,1,3.67
u14,20,8,1,1,3.67
u14,21,7,2,2,3.67
u14,22,4,3,1,3.67
u14,23,7,1,1,3.67
u14,24,7,2,1,3.67
u14,25,6,2,1,3.67
u14,26,6,2,1,3.67
u14,27,9,1,1,3.67
u14,28,9,1,1,3.67
u14,29,7,1,1,3.67
u14,30,8,1,1,3.67
u15,1,7,2,3,3.67
u15,2,8,1,1,3.67
u15,3,8,1,1,3.67
u15,4,8,2,1,3.67
u15,5,8,2,1,3.67
u15,6,6,3,1,3.67
u15,7,6,2,1,3.67
u15,8,10,2,2,3.67
u15,9,10,1,1,3.67
u15,10,6,3,1,3.67
u15,11,8,3,1,3.67
u15,12,6,2,3,3.67
u15,13,7,2,1,3.67
u15,14,6,2,1,3.67
u15,15,8,1,1,3.67
u15,16,6,1,1,3.67
u15,17,9,1,1,3.67
u15,18,8,1,1,3.67
u15,19,4,4,1,3.67
u25,1,9,1,2,3.67
u25,2,8,2,2,3.67
u25,3,8,3,2,3.67
u25,4,8,2,2,3.67
u25,5,7,2,1,3.67
u25,6,8,2,3,3.67
u25,7,7,3,3,3.67
u25,8,7,3,1,3.67
u25,9,8,1,1,3.67
u25,10,8,1,1,3.67
u25,11,8,1,2,3.67
u25,12,7,3,1,3.67
u25,13,8,1,1,3.67
u25,14,4,3,1,3.67
u25,15,6,3,1,3.67
u59,1,5,2,2,3.67
u59,2,8,2,1,3.67
u59,3,6,2,2,3.67
u59,4,5,2,2,3.67
u59,5,6,2,2,3.67
u59,6,4,3,2,3.67
u59,7,10,1,2,3.67
u59,8,10,1,2,3.67
u59,9,8,2,2,3.67
u59,10,9,2,2,3.67
u59,11,4,3,2,3.67
u59,12,6,2,3,3.67
u59,13,5,2,2,3.67
u59,14,5,2,2,3.67
u59,15,7,2,1,3.67
u59,16,5,2,2,3.67
u59,17,5,2,1,3.67
u59,18,5,2,2,3.67
u59,19,3,2,2,3.67
u59,20,4,3,2,3.67
u59,21,3,2,2,3.67
u59,22,3,3,2,3.67
u59,23,10,1,2,3.67
u59,24,7,2,2,3.67
u59,25,5,2,1,3.67
u59,26,6,2,2,3.67
u59,27,6,2,1,3.67
u59,28,7,2,2,3.67
u59,29,5,2,1,3.67
u59,30,6,3,2,3.67
u59,31,5,3,4,3.67
u59,32,4,2,1,3.67
u59,33,9,1,1,3.67
u59,34,6,2,3,3.67
u59,35,4,2,3,3.67
u59,36,0,4,3,3.67
u59,37,6,3,2,3.67
u59,38,6,2,1,3.67
u59,39,7,2,2,3.67
u59,40,2,4,1,3.67
u59,41,5,3,2,3.67
u59,42,0,4,4,3.67
u59,43,13,1,1,3.67
u59,44,4,2,1,3.67
u59,45,0,4,4,3.67
u59,46,2,4,2,3.67
u59,47,5,1,1,3.67
u59,48,5,2,1,3.67
u59,49,9,2,2,3.67
u59,50,8,3,2,3.67
u59,51,3,2,2,3.67
u59,52,4,3,4,3.67
u59,53,1,3,2,3.67
u59,54,5,3,2,3.67
u59,55,5,3,4,3.67
u59,56,12,1,1,3.67
u59,57,2,2,2,3.67
u59,58,10,1,1,3.67
u59,59,10,1,1,3.67
u59,60,2,2,2,3.67
u59,61,2,2,2,3.67
u59,62,10,1,1,3.67
u59,63,8,2,2,3.67
u59,64,10,1,1,3.67
u59,65,16,1,1,3.67
u59,66,1,3,3,3.67
u59,67,4,2,2,3.67
u59,68,9,1,1,3.67
u59,69,15,1,1,3.67
u59,70,19,1,1,3.67
u59,71,1,3,3,3.67
u59,72,13,1,1,3.67
u59,73,5,2,3,3.67
u18,22,7,2,3,3.33
u18,23,6,2,2,3.33
u18,24,6,1,2,3.33
u18,25,6,2,1,3.33
u18,26,9,1,3,3.33
u18,27,7,1,1,3.33
u18,28,0,4,1,3.33
u18,29,4,2,2,3.33
u18,30,7,3,1,3.33
u18,31,8,1,1,3.33
u18,32,1,1,1,3.33
u18,33,1,1,1,3.33
u18,1,7,1,3,3.33
u18,2,8,1,1,3.33
u18,3,9,1,2,3.33
u18,4,7,1,1,3.33
u18,5,8,1,1,3.33
u18,6,7,2,2,3.33
u18,7,7,1,2,3.33
u18,8,9,1,2,3.33
u18,9,5,2,2,3.33
u18,10,5,2,1,3.33
u18,11,9,1,1,3.33
u18,12,5,3,3,3.33
u18,13,8,1,1,3.33
u18,14,5,1,1,3.33
u18,15,7,1,2,3.33
u18,16,7,1,1,3.33
u18,17,5,4,2,3.33
u18,18,5,4,3,3.33
u18,19,5,3,4,3.33
u18,20,0,4,3,3.33
u18,21,5,1,1,3.33
u19,1,7,3,1,3.33
u19,2,8,1,1,3.33
u19,3,8,1,1,3.33
u19,4,8,2,1,3.33
u19,5,7,2,1,3.33
u19,6,8,1,1,3.33
u19,7,8,1,1,3.33
u19,8,8,2,1,3.33
u19,9,7,2,2,3.33
u19,10,8,1,3,3.33
u19,11,5,2,2,3.33
u19,12,7,2,2,3.33
u19,13,7,2,3,3.33
u19,14,5,2,2,3.33
u19,15,8,1,2,3.33
u19,16,7,2,3,3.33
u19,17,8,1,2,3.33
u19,18,8,1,2,3.33
u19,19,7,1,2,3.33
u19,20,7,2,3,3.33
u19,21,7,2,2,3.33
u19,22,8,1,2,3.33
u19,23,8,1,2,3.33
u19,24,6,3,2,3.33
u19,25,8,1,3,3.33
u19,26,3,2,3,3.33
u19,27,9,1,3,3.33
u19,28,7,2,4,3.33
u19,29,8,1,2,3.33
u19,30,6,2,4,3.33
u19,31,7,2,3,3.33
u19,32,6,2,4,3.33
u19,33,3,2,4,3.33
u19,34,8,1,4,3.33
u19,35,8,1,4,3.33
u19,36,11,1,2,3.33
u19,37,6,2,1,3.33
u19,38,10,1,2,3.33
u19,39,8,1,1,3.33
u19,40,9,2,3,3.33
u19,41,8,2,1,3.33
u19,42,10,2,2,3.33
u19,43,9,2,2,3.33
u19,44,6,2,4,3.33
u19,45,6,2,4,3.33
u19,46,13,1,4,3.33
u19,47,12,1,2,3.33
u19,48,12,1,2,3.33
u19,49,11,1,2,3.33
u19,50,11,3,2,3.33
u19,51,14,1,1,3.33
u19,52,11,2,1,3.33
u19,53,1,4,4,3.33
u19,54,9,2,1,3.33
u19,55,6,2,2,3.33
u24,1,9,1,1,3.33
u24,2,6,4,1,3.33
u24,3,7,2,1,3.33
u24,4,7,2,1,3.33
u24,5,7,3,4,3.33
u24,6,9,2,4,3.33
u24,7,6,2,1,3.33
u24,8,7,2,2,3.33
u24,9,8,2,1,3.33
u24,10,6,3,1,3.33
u24,11,9,1,1,3.33
u24,12,10,2,1,3.33
u24,13,7,3,1,3.33
u24,14,10,2,4,3.33
u24,15,9,3,1,3.33
u24,16,10,1,1,3.33
u24,17,6,2,1,3.33
u24,18,5,3,1,3.33
u24,19,9,3,1,3.33
u24,20,9,2,1,3.33
u24,21,7,2,1,3.33
u24,22,9,2,1,3.33
u24,23,5,4,1,3.33
u01,1,6,2,3,3.00
u01,2,7,2,4,3.00
u01,3,7,2,1,3.00
u01,4,7,2,1,3.00
u01,5,10,1,3,3.00
u01,6,7,1,1,3.00
u01,7,8,1,2,3.00
u01,8,8,1,1,3.00
u01,9,8,2,3,3.00
u01,10,8,2,1,3.00
u01,11,7,3,1,3.00
u01,12,8,1,1,3.00
u01,13,9,1,1,3.00
u01,14,6,2,1,3.00
u01,15,8,1,1,3.00
u01,16,5,2,1,3.00
u01,17,7,1,1,3.00
u01,18,6,2,4,3.00
u01,19,5,2,3,3.00
u01,20,9,1,4,3.00
u01,21,5,2,3,3.00
u01,22,8,1,1,3.00
u01,23,8,1,1,3.00
u01,24,7,2,1,3.00
u01,25,7,2,4,3.00
u01,26,7,1,1,3.00
u01,27,7,2,1,3.00
u27,1,4,3,1,3.00
u27,2,5,4,2,3.00
u27,3,5,3,1,3.00
u27,4,9,1,1,3.00
u27,5,5,2,1,3.00
u27,6,7,2,2,3.00
u27,7,5,2,1,3.00
u27,8,3,3,1,3.00
u27,9,2,4,2,3.00
u27,10,7,2,3,3.00
u27,11,3,4,1,3.00
u27,12,6,2,1,3.00
u27,13,12,1,1,3.00
u27,14,0,4,1,3.00
u27,15,6,1,1,3.00
u27,16,3,4,2,3.00
u12,1,8,1,1,2.33
u12,2,6,2,1,2.33
u12,3,8,1,1,2.33
u12,4,8,1,1,2.33
u12,5,7,3,1,2.33
u12,6,9,1,1,2.33
u12,7,7,2,1,2.33
u12,8,8,1,1,2.33
u12,9,7,3,1,2.33
u12,10,7,3,1,2.33
u12,11,8,2,1,2.33
u12,12,5,1,2,2.33
u12,13,7,2,1,2.33
u12,14,6,1,1,2.33
u12,15,8,1,1,2.33
u12,16,7,2,1,2.33
u12,17,9,1,1,2.33
u12,18,8,1,1,2.33
u12,19,6,2,1,2.33
u12,20,6,3,1,2.33
u12,21,7,1,1,2.33
u12,22,8,3,1,2.33
u12,23,11,1,1,2.33
u12,24,11,1,1,2.33
u12,25,11,1,3,2.33
u12,26,11,1,1,2.33
u52,1,8,1,3,0.00
u52,2,8,1,2,0.00
u52,3,10,1,1,0.00
u52,4,10,1,2,0.00
u52,5,8,1,2,0.00
u52,6,8,1,2,0.00
u52,7,8,2,2,0.00
u52,8,6,1,2,0.00
